step,eid,source_edge_id,duplicate,support_type,turn_deg,transition_location,avoidable_interior_bend,length_2d,A_start_deg,Z_start_mm,A_end_deg,Z_end_mm,X3_start_mm,Y3_start_mm,X3_end_mm,Y3_end_mm,surface_length_mm,dE_mm,E_abs_mm,from_node,to_node
91,0,0,False,UNSUPPORTED,61.927513064147035,INTERIOR,False,2.3323807579381204,21.386138613861387,2.5,0.0,0.0,3.724576248390638,1.4586061051306207,4.0,0.0,2.911898164515504,0.14527518928860253,17.001842677923474,8,0
92,1,64,False,UNSUPPORTED,120.96375653207355,BOUNDARY,False,4.0,0.0,0.0,71.2871287128713,0.0,4.0,0.0,1.2833030792614704,3.788552917244001,4.976780441330366,0.2482925843604769,17.25013526228395,0,1
93,2,1,False,CONTACT_SUPPORT,120.96375653207355,BOUNDARY,False,2.3323807579381204,71.2871287128713,0.0,49.900990099009896,2.5,1.2833030792614704,3.788552917244001,2.5764416458015917,3.0597301262985903,2.9118981645155047,0.14527518928860256,17.395410451572555,1,9
94,13,9,False,CONTACT_SUPPORT,61.92751306414706,INTERIOR,False,2.3323807579381204,49.900990099009896,2.5,71.2871287128713,5.0,2.5764416458015917,3.0597301262985903,1.2833030792614704,3.788552917244001,2.9118981645155047,0.14527518928860256,17.54068564086116,9,17
95,25,17,False,CONTACT_SUPPORT,61.92751306414706,INTERIOR,False,2.3323807579381204,71.2871287128713,5.0,49.900990099009896,7.5,1.2833030792614704,3.788552917244001,2.5764416458015917,3.0597301262985903,2.9118981645155047,0.14527518928860256,17.685960830149764,17,25
96,36,25,False,CONTACT_SUPPORT,61.92751306414706,INTERIOR,False,2.3323807579381204,49.900990099009896,7.5,71.2871287128713,10.0,2.5764416458015917,3.0597301262985903,1.2833030792614704,3.788552917244001,2.9118981645155047,0.14527518928860256,17.831236019438368,25,33
97,106,78,True,OVERPRINT,120.96375653207355,INTERIOR,True,4.0,71.2871287128713,10.0,0.0,10.0,1.2833030792614704,3.788552917244001,4.0,0.0,4.976780441330366,0.2482925843604769,18.079528603798845,33,32
98,47,78,False,CONTACT_SUPPORT,180.0,BOUNDARY,False,4.0,0.0,10.0,71.2871287128713,10.0,4.0,0.0,1.2833030792614704,3.788552917244001,4.976780441330366,0.2482925843604769,18.327821188159323,32,33
99,48,33,False,CONTACT_SUPPORT,120.96375653207355,INTERIOR,False,2.3323807579381204,71.2871287128713,10.0,49.900990099009896,12.5,1.2833030792614704,3.788552917244001,2.5764416458015917,3.0597301262985903,2.9118981645155047,0.14527518928860256,18.473096377447927,33,41
100,104,82,True,OVERPRINT,120.96375653207355,INTERIOR,True,3.8,49.900990099009896,12.5,117.62376237623762,12.5,2.5764416458015917,3.0597301262985903,-1.8546541279413082,3.5440454378732595,4.727941419263848,0.23587795514245308,18.70897433259038,41,42
101,61,42,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,117.62376237623762,12.5,96.23762376237626,15.0,-1.8546541279413082,3.5440454378732595,-0.43460860034189924,3.9763193237602104,2.9118981645155033,0.14527518928860247,18.854249521878984,42,50
102,73,86,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,True,4.0,96.23762376237626,15.0,167.52475247524754,15.0,-0.43460860034189924,3.9763193237602104,-3.905557682254428,0.8640712879059336,4.976780441330365,0.24829258436047685,19.10254210623946,50,51
103,62,43,False,CONTACT_SUPPORT,120.96375653207355,INTERIOR,False,2.332380757938121,167.52475247524754,15.0,146.13861386138612,12.5,-3.905557682254428,0.8640712879059336,-3.3215519310591892,2.2287424187817155,2.911898164515505,0.14527518928860256,19.247817295528066,51,43
104,51,35,False,CONTACT_SUPPORT,61.9275130641471,INTERIOR,False,2.332380757938121,146.13861386138612,12.5,167.52475247524754,10.0,-3.3215519310591892,2.2287424187817155,-3.905557682254428,0.8640712879059336,2.911898164515505,0.14527518928860256,19.39309248481667,43,35
105,50,79,False,CONTACT_SUPPORT,120.96375653207355,INTERIOR,True,4.0,167.52475247524754,10.0,96.23762376237626,10.0,-3.905557682254428,0.8640712879059336,-0.43460860034189924,3.9763193237602104,4.976780441330365,0.24829258436047685,19.641385069177147,35,34
106,49,34,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,96.23762376237626,10.0,117.62376237623762,12.5,-0.43460860034189924,3.9763193237602104,-1.8546541279413082,3.5440454378732595,2.9118981645155033,0.14527518928860247,19.78666025846575,34,42
107,60,82,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,True,3.8,117.62376237623762,12.5,49.900990099009896,12.5,-1.8546541279413082,3.5440454378732595,2.5764416458015917,3.0597301262985903,4.727941419263848,0.23587795514245308,20.022538213608204,42,41
108,59,41,False,CONTACT_SUPPORT,120.96375653207355,INTERIOR,False,2.3323807579381204,49.900990099009896,12.5,71.2871287128713,15.0,2.5764416458015917,3.0597301262985903,1.2833030792614704,3.788552917244001,2.9118981645155047,0.14527518928860256,20.167813402896808,41,49
109,116,85,True,OVERPRINT,120.96375653207355,INTERIOR,True,4.0,71.2871287128713,15.0,0.0,15.0,1.2833030792614704,3.788552917244001,4.0,0.0,4.976780441330366,0.2482925843604769,20.416105987257286,49,48
110,70,85,False,CONTACT_SUPPORT,180.0,BOUNDARY,False,4.0,0.0,15.0,71.2871287128713,15.0,4.0,0.0,1.2833030792614704,3.788552917244001,4.976780441330366,0.2482925843604769,20.664398571617763,48,49
111,71,49,False,CONTACT_SUPPORT,120.96375653207355,INTERIOR,False,2.3323807579381204,71.2871287128713,15.0,49.900990099009896,17.5,1.2833030792614704,3.788552917244001,2.5764416458015917,3.0597301262985903,2.9118981645155047,0.14527518928860256,20.809673760906367,49,57
112,82,57,False,CONTACT_SUPPORT,61.92751306414706,INTERIOR,False,2.3323807579381204,49.900990099009896,17.5,71.2871287128713,20.0,2.5764416458015917,3.0597301262985903,1.2833030792614704,3.788552917244001,2.9118981645155047,0.14527518928860256,20.95494895019497,57,65
113,92,92,False,UNSUPPORTED,120.96375653207355,BOUNDARY,False,4.0,71.2871287128713,20.0,0.0,20.0,1.2833030792614704,3.788552917244001,4.0,0.0,4.976780441330366,0.2482925843604769,21.20324153455545,65,64
114,81,56,False,UNSUPPORTED,120.96375653207355,BOUNDARY,False,2.3323807579381204,0.0,20.0,21.386138613861387,17.5,4.0,0.0,3.724576248390638,1.4586061051306207,2.911898164515504,0.14527518928860253,21.348516723844053,64,56
115,69,48,False,CONTACT_SUPPORT,61.927513064147035,INTERIOR,False,2.3323807579381204,21.386138613861387,17.5,0.0,15.0,3.724576248390638,1.4586061051306207,4.0,0.0,2.911898164515504,0.14527518928860253,21.493791913132657,56,48
116,58,40,False,CONTACT_SUPPORT,61.927513064147035,BOUNDARY,False,2.3323807579381204,0.0,15.0,21.386138613861387,12.5,4.0,0.0,3.724576248390638,1.4586061051306207,2.911898164515504,0.14527518928860253,21.63906710242126,48,40
117,46,32,False,CONTACT_SUPPORT,61.927513064147035,INTERIOR,False,2.3323807579381204,21.386138613861387,12.5,0.0,10.0,3.724576248390638,1.4586061051306207,4.0,0.0,2.911898164515504,0.14527518928860253,21.784342291709866,40,32
118,35,24,False,CONTACT_SUPPORT,61.927513064147035,BOUNDARY,False,2.3323807579381204,0.0,10.0,21.386138613861387,7.5,4.0,0.0,3.724576248390638,1.4586061051306207,2.911898164515504,0.14527518928860253,21.92961748099847,32,24
119,23,16,False,CONTACT_SUPPORT,61.927513064147035,INTERIOR,False,2.3323807579381204,21.386138613861387,7.5,0.0,5.0,3.724576248390638,1.4586061051306207,4.0,0.0,2.911898164515504,0.14527518928860253,22.074892670287074,24,16
